metabolite	PMN_74	PMN_75	PMN_76	PMN_77	PMN_78	PMN_79	PMN_80	PMN_81	PMN_82	PMN_83	PMN_84	PMN_85	PMN_86	PMN_87	PMN_88	PMN_89	PMN_90	PMN_91	PMN_92	PMN_02	PMN_03	PMN_04	PMN_05	PMN_06	PMN_07	PMN_08	PMN_10	PMN_12	PMN_13	PMN_14	PMN_15	PMN_16	PMN_19	PMN_21	PMN_22	PMN_25	PMN_27	PMN_28	PMN_29	PMN_32	PMN_34	PMN_35	PMN_36	PMN_38	PMN_40	PMN_41	PMN_42	PMN_43	PMN_46	PMN_48	PMN_49	PMN_50	PMN_51	PMN_52	PMN_53	PMN_54	PMN_55	PMN_56	PMN_57	PMN_58	PMN_59	PMN_60	PMN_61	PMN_62	PMN_63	PMN_64	PMN_65	PMN_66	PMN_67	PMN_68	PMN_69	PMN_70	PMN_71	PMN_72	PMN_73
N,N,N-Trimethyllysine	43855234	45957052	30866665	37555571	48868945	72652872	24105040	24494121	31529874	66880371	31750884	24721256	51302742	59134248	34132986	40357608	28310786	54985314	51338578	26846909	18230960	17944435	21422689	28794689	34922682	21535049	16955219	34359648	21274039	29392124	24891162	43107031	22728986	14817699	20116020	29257813	29898334	18523778	15601569	37323597	20114524	23953464	43147639	3.2301179e+08	25052088	12833665	19331859	21430519	21293467	16449593	35517347	18224184	40964701	50748691	25200789	37753643	47113601	41814527	26437624	32921379	35587569	3787355.6	19484897	34517751	31554969	38144762	31704770	21355325	48970261	37956544	19199382	21290785	42956070	21875834	16934428
N,N-Dimethylarginine	72759397	79853626	70880850	75609245	68701910	1.0795764e+08	52141751	78221162	97782844	66889789	86586026	90503789	80188622	72992284	1.0360617e+08	85250968	49488259	64602010	59223816	62871436	81137232	72928904	41150352	1.0631392e+08	89999228	64255707	69933260	69578755	86785004	1.0272882e+08	71167523	97402220	85627777	62634053	75363807	1.010725e+08	1.0524842e+08	1.2519229e+08	62052837	59326725	96163307	62191388	1.8624924e+08	62444279	82508794	93838691	99387643	1.157166e+08	68701757	1.0358936e+08	76719761	1.0551569e+08	1.4738508e+08	1.6039845e+08	95985722	1.3118067e+08	1.0366396e+08	1.2773927e+08	1.2914439e+08	97776924	1.7099318e+08	28481154	1.0137741e+08	1.2437714e+08	2.0162808e+08	1.3467724e+08	84728267	1.3311491e+08	1.013397e+08	4.6902829e+08	99300808	92775774	1.0282074e+08	1.7792653e+08	1.3972877e+08
N,N-Dimethyllysine	14057894	7493177	4683548.4	4299982.2	6720695.2	9466877	5209763.6	5637161.1	7246626.9	5924682.8	11887319	3332725.6	3774454	6341965.4	7156890.6	5952307.8	3587907.3	3582943.7	3930043.6	5169640.2	9886252.8	4657490.1	4687398.5	7148684.5	3144212.3	3680938.3	5894917.4	4227811.5	6510382.8	6238868.5	2586423.8	5528910	2857595.9	2794073	2438882	6212218.6	4933797.5	3654539.5	4684902.9	4296914.1	6378105.5	7960869.1	7302462.3	32678810	4224996.1	8012700.8	4470356.9	10784021	4264554.3	3929734.6	6604978.8	4805306.1	8676032.3	6899976	15718899	7188990.3	7610991	12812608	5580440.6	5820110.7	9422176.3	2580647.6	4682463	4042131.6	12135015	7665750.9	8143450	4322073.8	8689585.1	11261566	3302623	11959349	9729599.9	6854489.9	4323280.1
N-Acetylalanine	4412391	6721395.1	7809889.8	3168962.3	6175284.2	6004517.7	6142825.4	6835601.3	5496106.7	10212554	13707211	6213588.4	7993007.6	8108934.3	8811323.6	8499119.3	6944304.5	5749853.5	5353118.8	5385005.2	22829067	5940952.1	6943488.8	8859178.4	6560036.7	3850982.3	5460162.8	7230418.5	6928122.3	8223216.7	5571560.4	4419433.9	4958861.4	3789375	5014579.7	6525632.5	6517937.2	5719473	5917262.2	4198587	8588406.5	4952150.3	7408463.4	5539030.6	4427276.9	5659137.8	4941619.1	3651986.4	4927379.4	5702153.6	7880096.9	5273690	7787462.8	9625348.1	9187255.3	13818559	9542253.9	6132455.2	9232640.8	5608568.8	9512879.3	1680260.5	6043402.4	7569990.5	8313335.6	10136201	5461358.5	9026358.9	8561473.9	13925178	7764319.5	7257640.3	6007781.8	7630775.6	6693858.3
N-Acetylasparagine	7134311.4	2970003.2	4983236	3092177.8	5297978.3	3995234	2505764.7	2105647.1	4596061.5	5246253.3	4613603.6	4608392	5494023.6	7105481.6	3507869.8	4264590.4	6450491.7	3650804.6	6103059.6	7870183.8	7015845.3	8117124.6	8069626.3	4703701.1	4296468.9	7008301.1	6813746.4	4618591.8	7690735.4	4068797.7	3646749.5	8392553.5	3202168.9	6366713.4	5671353.1	4272747	2186868.4	2709573.6	5358617.2	3163463.9	6095198.1	8617930.9	4900255.3	12435960	3379991	6932745.2	5653158.6	5597787.2	4532256.1	2785167.1	27626379	5697219.2	2786814.1	4253369.5	5726899.4	2530544.4	3469291.5	6904052.8	2495892.8	2957094.1	2035843.3	12585852	2595287.9	3549400.6	5321138.4	3079920	6560897.6	246599.93	5307941.5	3604637.8	299590.2	235866.1	5590916.5	2779463.6	2703480.4
N-Acetylcitrulline	556235	1798498.1	445182.48	231534.61	757618.62	280122.98	1695178.8	2936810	1070791.5	250219.65	119071.27	1137807.4	480452.96	420551.11	393193.06	176577.82	262321.15	228413.64	346463.36	2149087.7	282944.14	1630579.7	1915392.7	1739268.7	1763264.1	2558270.1	3699035.8	2876797.9	460758.85	1939666.2	1909486	1409635.4	2116265.5	955374.99	1539459.7	2645522.9	2321794.3	243243.86	1097548.8	1992739.4	614178.1	2413843.8	1405435.4	233078.66	1631433	445042.49	3565394	989890.68	597233.43	321188.28	505166.42	749661.93	151708.97	192257.4	484036.75	103950.72	81731.266	1040159	1006028.8	58961.285	206939.67	1619767.1	2886045.9	853203.91	1276476.1	378324.05	2296178.2	1582080.4	121629.84	632037.78	743190.15	221938.45	1202078.3	2320367.8	3220660.1
N-Acetylcysteine	1237353.3	3135137.7	745779.14	160851.99	533170.78	353022.25	434397.18	442845.12	233389.67	672061.81	4814365.7	426825.44	270438.18	279980.47	1053498.4	387876.17	608553.71	341101.83	77918.683	141166.07	1398717.2	484101.95	225808.31	276559.04	957943.72	208322.65	230013.99	93154.197	267352.88	239138.51	233137.6	166297.01	112310.37	64678.351	107083.9	199501.57	505121.26	932668.63	647677.35	90371.827	455459.86	45565.323	89777.385	113697.66	160620.85	63906.719	48402.343	71667.131	192262.97	278605	51737.643	114039.81	497396.93	718860.4	533930.45	1050177.2	133663.78	98936.715	532332.87	96972.829	144701.05	12565.315	64637.139	853652.73	582644.85	540490.81	136616.33	106800.39	630123.96	566536.68	365360.45	46506.563	101003.75	84116.841	656395.19
N-Acetylglutamine	153444.14	444004.22	767555.99	239803.7	422101.8	424186.23	123285.73	1957873.3	672092.53	7827.3838	501352.7	1484096.6	8255.6706	406532.74	555893.64	346092.54	186386.08	385940.29	209321.61	505035.61	272655.26	443880.03	12298.838	421086.1	15365.587	869811.83	15561.461	15953.152	379923.97	332514.21	1790143.1	10748.47	16136.524	266616.28	14447.238	1164030.1	890021.16	291892.63	329264.63	1245462.1	324737.85	92027.796	931864.8	192543.24	1008522.2	11803.301	820040.62	504844.25	334812.68	1304827.4	264610.98	1441657.6	594193.46	2809915.8	1441811.6	10568.324	552887.98	1503844.3	371272.53	143419.34	791239.92	694185.9	1065617	202455.17	419413.58	687861.91	14006.687	12867.587	9892.5602	1046131.5	120448.06	110969.23	928878.69	183186.93	72247.24
N-Acetylglycine	10116946	4480093.6	5076809.8	4215921.8	5880295.2	7603558.1	3859172.8	6746109.2	6120357.4	6900352	15115591	5335970.3	7053634.7	6522853.7	9151883.5	5394166	5876456.2	4896418.8	4495347.9	3645898.8	20396544	4042453	4366593.9	7129763.5	5392769.3	4100907.5	4495843.9	5677503.7	6440847.4	4799117.5	5312332.9	6729299	6449827.9	3717290.9	5695927.4	5356011.9	5286122.3	6519673.9	9470026.7	3769618.3	5060872.3	5070504.8	7412944.3	3825203.3	5990702.9	5834508.5	6367313.6	4215541.9	4401164.7	4934924.6	4842402.3	3463971.1	7964654.1	8416742.2	6037231	7780863.1	6019342.7	4969155.2	8493711.3	3809051.4	5849936.1	1414431.1	6046777.7	5470247.5	7827882.6	6672070.3	4070581.6	5325258.2	6795296.1	16901283	5248569.6	4435218.8	6541283.3	10629549	4218571
N-Acetylhexosamine	2367681.6	820695.26	2238204.6	1692325.2	2588516.4	8408084.4	1360259.6	4042563	2674974.2	2887938.2	1985945.5	4637917	2897804.1	2774807.9	6468364.2	2887216.9	2259382.5	1410301.9	2819327	1375751.9	5873170.4	1729524.6	2065777.6	3315828.9	2515911.9	1519595.5	1327444.3	3294815.7	1162956.8	3230542.9	3791418.2	1004831.3	2984238.3	1225999.3	1966107.5	2718661	3471990.3	4790598.2	914489.78	2303784.4	3215532.1	2456000.1	2805788.2	1787843.4	3046875.8	2161523.6	2328018.5	2068457.4	2535521	2078453.4	2754852.2	680063.8	5377895.2	7435242.5	3077865.1	4198805.9	5520365.2	2152983.5	4838182.6	1625702.9	2470450.6	585447	2539858.9	4557214.6	2080400.1	4091123.4	2164508.4	2809443.5	1966819.3	2902493.6	4678478.6	1604761.3	1911395.2	3390779.7	4602777.1
N-Acetylhexosamine phosphate	8900986.6	6556316.9	13168112	16332790	14133350	33062455	8737140.9	13347333	14593568	14061885	19212338	17455339	32283763	20352582	29780879	20466550	12976894	7421761	15467858	8874512.7	20348005	11839045	18409162	23046494	12358545	18482299	9941445.7	17391585	15507934	10289953	16596313	9097484.9	26236519	49849619	10907117	9867257.1	19555238	26823117	18166630	10112501	35127292	10658655	7053304.5	12091065	17142803	12883410	21771269	9200563.7	21554381	21389075	18643300	9787651.5	18913090	16230179	9125388.4	25703212	55186612	28334665	10308734	21142391	13230549	5957394.6	16491257	16005560	24374704	13998840	19069734	19457023	31653803	26819771	12579231	12460570	26102271	22979556	39290594
N-Acetylhexosamine sulfate	1.7248703e+08	2.3466048e+08	1.1811141e+09	5.2648933e+08	1.2152236e+09	9.4601591e+08	3.6975972e+08	1.3393304e+09	1.7333977e+09	1.42056e+09	4.7370068e+08	1.8252958e+09	1.4264519e+09	1.5371064e+09	2.0001097e+09	1.225172e+09	1.1939276e+09	8.4794894e+08	1.9554167e+09	1.1055014e+09	1.2369169e+09	1.4178462e+09	1.2323392e+09	1.5847184e+09	1.0051281e+09	1.3500565e+09	1.1833282e+09	1.5914287e+09	1.2513558e+09	1.2828934e+09	1.4995325e+09	6.7364912e+08	9.3017524e+08	1.0653444e+09	1.1022517e+09	1.2597432e+09	1.1786804e+09	1.5934933e+09	7.5778838e+08	1.1937727e+09	1.7156895e+09	1.7450385e+09	1.2122005e+09	5.4612752e+08	1.3548099e+09	1.8051064e+09	1.1526353e+09	1.4182674e+09	1.5118027e+09	8.204324e+08	1.9054227e+09	6.9300265e+08	1.7275839e+09	2.378803e+09	1.8401902e+09	1.3958174e+09	1.8597764e+09	1.9234375e+09	1.6191798e+09	7.3879204e+08	1.1065987e+09	7.7657853e+08	1.1837002e+09	1.2326741e+09	8.3390891e+08	1.2604872e+09	1.4858057e+09	1.1954112e+09	1.1184788e+09	1.3689089e+09	1.7415493e+09	1.5384452e+09	1.3719526e+09	1.3193493e+09	1.236885e+09
N-Acetylmethionine	13188186	7012098.5	4938709.3	4656828.3	5412547.6	5263403.6	18222753	7734609.5	7574542	4607259.1	7048068.9	11212757	12445955	8757337	19213249	14874541	6833005	6937781.7	8791595	7765782.2	14344246	6669117.2	8031532.1	8917964.7	5469763.8	7206439.1	5812261.8	4774366.5	12171843	12670386	5420588	6594622.6	16366947	4987751.8	4670137	2601510.2	11701406	8509789.1	9679047.7	5709151.1	20269092	6069755.2	12136838	3220605	8700568.5	6029425	17157997	6925825.6	3160712.2	28433422	8685942.1	14162590	8182550.9	16121025	4614567.5	32666663	6228968.2	8126526.6	5707805	7824752.2	4351915.8	5874492.6	6143932.2	10746303	9315544	15747541	8326959.4	2510605.5	6835540.2	9224638.2	5674288.9	5118962	5791787	7591133.4	3476606
N-Acetylneuraminate	3012923.4	1141853.5	6015061.2	3088721.9	3967974.5	3025682.6	2774049.8	5553665.8	8285725.8	2218552.6	1441269.4	5356749.2	3288880.9	3788062.1	4485671.4	6030592.7	2639273.5	4092850.5	3149827.5	2992002.4	3993655.4	5588466.9	6615410.1	2348588.8	9943397.1	20023129	5266447.3	7078554.1	11367793	3573038.4	4514126.6	13698255	18401166	11868032	9645155.9	4993090.6	4980622.8	7649764.8	22793304	2850629.8	17370394	3377830.8	4112450.6	3554817.8	12267396	6446248.7	5291640.1	4105046.3	9144829.5	16194092	7313694.6	2563711.5	13191273	3760038.7	9250512.8	2774331.4	4168513.8	5136167.5	1346112.6	5224814.1	1835467.1	13543951	2207390.7	5747280	3671266.8	4920759.1	4262030.3	6544448.1	11905288	2065962.6	3997401.4	3548251.8	4908250.3	1407447.3	2241472.6
N-Acetylornithine	1508835.7	743115.41	580509.47	198317.64	943403.39	689762	740823.48	1628912.7	188793.2	1083666.8	1546396.6	920940.8	768694.7	1385720.1	1627309.1	2393750.8	2022021.4	1128495.4	2073795.1	792476.19	1715906.6	1749117.8	44887.609	3743752.1	345406.77	228643.47	793399.49	49422.305	370771.55	898655.69	324783.06	284440.89	6070.1742	151268.57	529370.58	279607.88	113758.03	1025531.9	659212.8	251847.28	218094.01	411777.71	41491.809	8099939.2	34032.792	5409547.5	255344.32	1883448.8	468658.6	595098.58	50337.534	1692306.3	31789.712	46970.476	60732.211	953051.44	132859.95	125955.01	203183.36	25367.591	733764.58	193854.33	109209.29	49197.296	144828.26	292104.82	5268.9805	4840.4783	97379.753	469069.12	125551.91	377329.71	5015.2324	83504.251	482171.81
N-Acetylserine	1.2783375e+08	1.2448351e+08	1.8696719e+08	1.5426582e+08	1.6251246e+08	1.8501812e+08	1.1207494e+08	1.0482411e+08	1.7499367e+08	2.0514432e+08	2.1165739e+08	1.7704533e+08	1.9407056e+08	1.2643097e+08	1.7715455e+08	1.7157868e+08	1.7205468e+08	1.3425467e+08	1.7036708e+08	67562022	53168422	1.2713709e+08	1.5210454e+08	1.0969255e+08	85371161	1.284275e+08	1.1006194e+08	1.0926625e+08	1.2268872e+08	92707926	1.1545436e+08	75450974	80642645	83021631	83518158	1.4150137e+08	1.1006258e+08	76331085	1.572283e+08	1.2466237e+08	1.9353506e+08	1.0471058e+08	1.0021121e+08	47398329	73080995	84245563	1.093019e+08	1.1925769e+08	91136566	1.2670362e+08	77864167	1.1299437e+08	1.139221e+08	1.6901911e+08	1.3006692e+08	1.6887643e+08	2.0052517e+08	1.4772589e+08	1.010151e+08	74269366	1.3158252e+08	36781567	69816812	77289614	1.6186342e+08	1.1025505e+08	1.7624282e+08	2.2196279e+08	2.1324928e+08	1.6373048e+08	59473767	1.4803855e+08	1.1403488e+08	86639806	55501692
NAD+	21862424	17176379	68241363	34460479	28303292	61422621	17735966	35911135	50819245	68811137	22035291	51617173	39145661	47618827	53542936	59013139	50026309	35068418	39934558	34355574	16923306	54098338	62225926	77839355	46333641	22874513	61084530	52657146	29133115	49633494	39449019	19071465	31196018	22371791	34136941	61013331	63797776	22457161	41786591	20328621	18331268	52782844	90875616	93171550	54765197	16042107	19601816	22090462	22086171	26751857	52256917	36803411	36912553	64361209	38425740	57861379	72477991	47244008	62637709	61368565	81815120	24602001	38812098	53383116	51011686	82050101	43638355	48232090	70197248	30702353	89703914	1.0612131e+08	63605730	75283380	78021567
NADH	7956199.3	19748065	7652761.2	5834832.1	3024175.1	8280923.6	4394666.6	2883189.6	1705444.2	3051146.9	10191993	3848850.8	2878838.7	3934462.8	10855402	10431999	6720365.6	2504558.6	3264620.8	5963318.9	7832675.7	5813080.6	2173928.3	8109578.6	2516854.1	1556712.2	4277992.4	2318821.5	2818206.5	5199932	1339917	2114333.8	463635.4	3067249.6	2077127	2381372	6457447.4	2068663.1	4711364.3	1337739.4	2711797.8	2822242.4	3993440.4	869103.68	7228503.5	2646955.9	425931.91	2527274.4	2125896.1	556280.62	3048741	1651142.2	1189924.5	2927643.6	1476454	3199648.6	3152809.8	2116603.9	1632362.6	11017200	1768529.8	179963.14	34531.784	1811148.8	1162258.3	5739767.1	2339497.7	758820.48	1823754.8	920148.59	4123311.1	2202455.6	1202902.7	2847813.1	1851508.5
NADP+	12228075	11161647	6951859.8	5644342.5	9692875.8	8811554.1	5389191.3	4035509.7	5808646.2	9567990.6	13574653	8508840.2	7298289.6	19727213	13068122	11817176	13123981	6634311.3	9958004.3	12443535	26458776	10377644	17831905	11302634	4619139.9	8598485	9305874.8	8462230.5	11665122	6253205.4	5086751.3	7375009.9	3642008.2	9000059	4579227.2	5097748	5667862.4	5732759.1	13004367	4918141.9	8862934.6	5344303.1	7251434.3	24343859	4853791.9	9882216.9	3583368.9	5500001.9	5650512.3	2037983.8	15330543	4654680.7	4813657.3	4531188.9	6379061.7	6935842.6	4951087.8	8560110	5835810.2	6045786.6	2956951.2	2457200.6	3516247.4	4897196.7	6384056.4	4619281.6	5375556.4	3777909.9	5313723.8	5873721	3794912.2	15496583	6800279.4	7108644.6	2998983.8
NADPH	1540091.5	118294	235447.06	444312.12	29176.28	260047.21	825901.02	1031402.8	674087.11	129918.3	29598.401	704113.25	27150.862	38311.515	941131.31	497569.26	3709.3951	284186.58	37260.878	431579.33	2764.3395	540579.63	5416.9847	938289.37	73374.439	41665.33	133035.13	658201.49	532847.41	694869.56	807864.09	156314.6	456490.84	29846.869	277769.39	1041404.6	1179399.9	1289875.8	60691.24	700056.28	216223.46	47323.036	799759.19	5445.3783	761578.46	256809.56	399006.29	35013.255	4862.432	385346.33	1519989.8	226445.69	1628115.1	948558.18	982184.36	1897138.7	774181.45	421268.04	974787.96	1353423.3	179992.52	12433.915	309640.93	1415132.8	1196786.1	597390.98	492440.07	179251.39	181075.74	1285238.3	516927.48	5420.7983	5872.1001	1471646.8	43022.604
N-Formylmethionine	1823336.9	2182487.3	2705169	1771905.6	2418662.9	2365693.4	2148269.3	3071440.8	2976562.2	2617251.9	4194090.1	2994439.8	3685324.1	2017928.1	4804927.2	2473361.9	1890331.5	1818662.4	2554644.5	1238895.7	6174691	2935904.2	1523515.3	3413942.8	3581831.9	1822914.8	2603620.4	2633856.2	3066065.1	2364018.1	2986366.6	1307233.2	1698655.7	1272008.6	1794028.6	2343247.7	4337828.7	4013506.3	2133854.1	1159754.9	3193972.1	1270281.7	2340112.5	1370803.4	1743444.2	2067387.7	3625695.1	2456487.2	1594773.3	2697753.7	4117299	1830571	4710113.3	4081034	4177819.4	5542053.6	2550373.4	3270267	4125358.7	1823122.2	2559425.4	611589.58	2541708.9	5941573.5	6682783.8	2823902	2880947.7	5805550.4	3710013.7	7924066.4	3787924.1	2299814.5	3304102.6	3047621.6	2929046.8
Nicotinamide	1.5976098e+08	2.0445849e+08	20902139	6122425.1	20160820	24838747	94744774	11563679	15002472	23218170	3.640919e+08	21067541	12111302	20803521	25295796	28515241	27938056	6880810.6	11969368	25007718	56609244	41642353	81472390	28931029	16959616	16355794	32079929	21585096	49182806	13022772	10297790	17340134	9102458.6	17153291	13573639	22784531	17167773	17283332	61386522	19939582	23874894	21439824	24447218	43454857	15284872	38167622	10307057	12782708	13945885	14814775	90427029	39127375	14230400	16778269	44718926	15085298	31585336	34948139	26807808	24425342	16401245	41426927	15204516	13926450	30255577	28785552	39057143	49580419	19932279	32320274	32055306	71021274	58458446	43054140	1.0920954e+08
Norleucine	8.9379269e+08	5.1062521e+09	2.8187011e+08	2.4667662e+08	5.5315826e+08	2.7359369e+08	5.2997966e+08	1.4103484e+08	2.0524466e+08	2.6249536e+08	7601635.6	1.2612846e+08	3.8119823e+08	4.1463632e+08	3.2861469e+08	2.2902215e+08	3.8807515e+08	2.9451166e+08	3.7720897e+08	1.6417569e+08	6.1278294e+08	2.1683695e+08	2.9530054e+08	3.8616273e+08	1.8907585e+08	2.3203864e+08	1.5490611e+08	1.2328481e+08	1.4921722e+08	1.9340813e+08	1.2992684e+08	2.5106247e+08	4.2365358e+08	1.5005955e+08	1.129896e+08	1.5963948e+08	1.7336719e+08	3.0025045e+08	2.8182828e+08	1.1195593e+08	4.3470958e+08	1.2576752e+08	2.1044646e+08	1.3897925e+08	1.8984043e+08	3.0396997e+08	1.585671e+08	3.4951854e+08	3.4449058e+08	3.4871316e+08	2.4828058e+08	1.2060828e+08	5.1237538e+08	2.2466763e+08	2.430382e+08	2.9880956e+08	2.5551485e+08	1.93851e+08	1.6039417e+08	2.7115162e+08	3.1076703e+08	1.7647433e+08	1.3464294e+08	3.4441856e+08	2.6298018e+08	2.3370368e+08	1.0314083e+08	1.4972141e+08	3.78148e+08	1.8264304e+08	2.4596709e+08	1.4615087e+08	1.5818702e+08	1.4163507e+08	3.0484304e+08
Ophthalmate	7729192.2	4912923	12158541	6460788.9	16965815	15910099	5117179.9	19791636	13470125	13369914	2333957.2	8287939.9	3811206	13230549	6984352.7	8711198.6	10069437	13230549	13480661	8049379	16083736	8271363.8	10917005	9980432.7	10988492	17752705	11109573	20742122	10521017	11841349	14838698	15373710	48056227	20564253	12884905	28052208	12500173	20250205	20098373	15536814	28829054	13900983	35569203	47492113	24638942	29529387	16919326	28453473	57100371	34721554	40093183	17983073	55374252	18662408	23077285	7882896.1	15013785	20381963	15596281	15368941	90818981	14773951	9271888.8	31448427	27541949	21897162	18598688	13675405	58669332	39110635	26714019	13941188	22541675	19671291	21240804
Ornithine	2.8375954e+08	4.1341067e+08	2.7961976e+08	2.6286157e+08	1.1143742e+08	2.6283176e+08	1.2777984e+08	2.6170898e+08	3.1791444e+08	1.7434468e+08	6.2329134e+08	2.5021884e+08	2.2530185e+08	2.0260398e+08	2.8504974e+08	2.0126144e+08	1.2414025e+08	2.0879182e+08	1.7794135e+08	1.966606e+08	1.491869e+08	2.8449284e+08	79399592	3.8393163e+08	2.9288886e+08	2.3685545e+08	2.7348183e+08	2.3776906e+08	1.5181348e+08	2.2703236e+08	2.2354282e+08	1.5792951e+08	2.4646677e+08	1.7394631e+08	2.2917701e+08	2.5529872e+08	3.1367078e+08	4.0166392e+08	2.0453092e+08	1.6768221e+08	2.5666549e+08	2.4154241e+08	1.6791462e+08	2.0350313e+08	2.9237955e+08	3.2711687e+08	3.0895962e+08	3.2513789e+08	2.7163618e+08	3.6165269e+08	2.0413667e+08	2.1381819e+08	3.2709909e+08	3.9999765e+08	3.6067252e+08	2.9511608e+08	2.9398944e+08	5.1961027e+08	1.926906e+08	2.5668304e+08	2.8540206e+08	1.010053e+08	3.2778343e+08	2.5609286e+08	5.7720453e+08	3.3700163e+08	2.8203359e+08	1.889264e+08	2.7772303e+08	4.481436e+08	1.6006416e+08	3.6202413e+08	4.6246244e+08	3.2301201e+08	1.8532173e+08
Orotate	54741326	33412353	47411182	52926307	93180200	1.1006409e+08	41482570	1.0903569e+08	90606062	64517978	1.4040568e+08	89877392	1.2280954e+08	86602230	78209941	48398479	69226816	96617843	1.2297835e+08	52928924	61266310	43628453	23555037	32698197	1.3305253e+08	2.0905981e+08	16153483	30993170	87649920	88649510	86298669	20704382	2.1163455e+08	65400365	90306763	72438540	45668664	1.1629748e+08	58509648	75249752	1.7784002e+08	38388225	12385108	67952480	48520445	1.4802708e+08	1.4714626e+08	37695382	1.1872968e+08	1.6166595e+08	30218209	55999472	1.1277904e+08	1.4028232e+08	63729340	1.9081079e+08	4852760.3	1.0267388e+08	62874529	12080532	16699002	46053905	50531270	55070483	81983275	5928256.5	17727200	6902070.4	19435072	1.4768906e+08	15876494	42184046	17512101	13737068	7200050.3
Orotidine	69148.968	89118.408	265975.33	206826.95	87971.454	176817.52	60496.153	769594.46	873636.99	252049.72	107562.84	675189.36	281489.67	343262.42	157073	213827.98	287430.21	602192.49	615591.31	255525.25	100774.46	174168.28	430183.6	258355.49	1224265.9	321703.84	568979.91	574476.81	143514.35	1091495.9	646694.64	186609.28	1003589.6	492917.36	1658378.6	1779858.5	649649.83	758172.26	540115.19	193474.1	274558.55	560245.28	1087136.7	639146.54	727868.23	428892.23	924139.32	415099.55	263826.56	385511.19	499658.71	743316.9	202961.53	1020712.9	357213.04	178967.52	755078.67	483400.46	879939.56	194406.44	1568238.3	195674.74	812386.7	904801.69	1267288.1	345960.79	474303.03	1389891.8	237508.28	597304.51	793285.66	295972.39	377568.02	521737.3	299071.92
Oxoadipate	2622769.6	1499872.6	364147.97	1274176	398850.99	2772075.6	558413.3	896960.55	743524.21	551693.76	2434476.6	1031629	25502.301	432452.78	419538.76	696172.44	692648.16	596223.77	136010.65	804413.31	348523.95	433246.27	366552.91	34498.477	862432.1	779807	681265.59	651678.74	423307.94	841982.87	44976.26	974586.72	1337411.2	487329.15	44628.452	1136630.6	1138336.3	926126.1	569050.92	271658.45	755136.34	56855.964	57571.814	989151.96	343950.89	401762.71	67183.771	1095395	839885.41	1037191.8	528598.12	413943.22	684954.42	949901.06	718081.56	477635.13	3237122.8	1228244.4	45135.47	30027.7	744711.55	2278884.7	1937446.4	738192.24	68722.903	910649.26	1365697.5	39748.81	1398897.8	389801.93	592267.43	967584.16	986602.59	1320553.1	559053.9
PC (32:0)	38083998	93945697	2.431964e+08	5.894162e+08	1.300224e+08	1.268104e+08	4.2613957e+08	1.9189477e+09	3.7138551e+08	1.7432314e+08	11804861	9.8588717e+08	4.3505731e+08	1.018413e+08	1.385141e+08	2.9543719e+08	43491412	3.3920832e+08	3.5973392e+08	3.7300271e+08	1938096.9	4.0005852e+08	42283601	8.0977942e+08	9.5967639e+08	2.6355842e+08	1.1429041e+09	1.6146918e+09	2.7124494e+08	1.6610018e+09	1.3475931e+09	2.0322492e+08	2.0880898e+09	4.1189982e+08	1.0667478e+09	2.6202204e+09	1.5715318e+09	9.8343553e+08	1.4933625e+08	1.0702674e+09	2.7502374e+08	9.821828e+08	1.703669e+09	25122787	1.6035909e+09	2.4439647e+08	1.924426e+09	7.488898e+08	2.5696095e+08	1.0252978e+09	1.0240292e+08	9.4237289e+08	1.3248108e+09	1.6064375e+09	6.2562782e+08	6.0520423e+08	1.1381582e+09	6.1593981e+08	9.1366041e+08	1.0548256e+09	1.3212978e+09	7.5149718e+08	2.3265923e+09	1.1545256e+09	1.9910613e+09	9.6616748e+08	4.7874986e+08	1.1454057e+09	3.8710913e+08	1.0521106e+09	9.3067256e+08	2.7851873e+08	7.4577516e+08	1.4048828e+09	7.5428429e+08
