ensembl_id,gene_symbol,base_mean,log2_fold_change,lfc_se,stat,pvalue,padj
ENSG00000186577,SMIM29,310.33777223483787,-0.0668874880983596,0.1255506259736503,-0.532753123129769,0.594204487322878,0.7974571526349098
ENSG00000186591,UBE2H,6207.190215266714,0.0912669734521401,0.0859632498336266,1.061697569935738,0.2883730029026818,0.5382883098291105
ENSG00000186594,MIR22HG,1373.7850949753345,0.840681774975555,0.090837282529474,9.25480982660152,2.1461210716125264e-20,1.5113386983996338e-18
ENSG00000186603,HPDL,4.530633547422756,0.1070639032010625,0.9167277374092054,0.1167892045064975,0.9070270987612932,0.9618786425678952
ENSG00000186615,KTN1-AS1,80.7337493062933,0.1540739383859842,0.289503039594978,0.5322014532266659,0.5945864765751645,0.7976193893897942
ENSG00000186625,KATNA1,384.71919409847294,0.0978708165148562,0.1378108907464658,0.7101820181607533,0.4775912702682118,0.7126541670565399
ENSG00000186635,ARAP1,2399.237261284588,-0.1868054442420167,0.0969586145332162,-1.926651336153536,0.0540230963408417,0.1707448072988594
ENSG00000186638,KIF24,24.49150103268476,-0.1373071219102047,0.3883567310073836,-0.3535592689588124,0.7236692037475483,0.8766486157016584
ENSG00000186645,SPDYE17,28.13307260920634,-0.0729699448565733,0.3611620824108389,-0.2020420980228112,0.8398838133051366,0.9335955627287476
ENSG00000186654,PRR5,226.4383382802468,-0.1293895462448898,0.1421381931390163,-0.9103080838965087,0.3626600564806814,0.611374181619013
ENSG00000186660,ZFP91,1596.754396966198,-0.0496981994773464,0.1120846524658252,-0.4433987917525061,0.657477309688729,0.8384146647100122
ENSG00000186665,C17orf58,257.76666632982074,-0.7337407914866955,0.1704007518429727,-4.305971561456785,1.6625441616596923e-05,0.0001780888065739806
